success,cet_oapr,english,reading,science,quantitative,abstract,shs_gpa,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,ptotal,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,stotal,bscs,bsit,female,male,abm,gas,humss,stem,he,ict,arts,sports,class_rank_5,class_rank_10,class_rank_20,class_rank_none,highest_honor,high_honor,with_honor,awards_none,class_president,class_vice_president,class_secretary,class_treasurer,class_auditor,class_project_manager,class_pio,class_peace_officer,class_none,school_president,school_vice_president,school_senator,school_board,school_secretary,school_treasurer,school_auditor,school_project_manager,school_pio,school_peace_officer,school_grade_level_rep,school_volunteer,school_none,father_college,father_highschool,father_no_school,father_na,father_fulltime,father_part_time,father_self_employed,father_not_employed,father_emp_na,mother_college,mother_highschool,mother_no_school,mother_na,mother_fulltime,mother_part_time,mother_self_employed,mother_not_employed,mother_emp_na,income_100k,income_50k,income_20k,income_10k,income_below_10k,income_na,laptop_no,laptop_yes,internet_post_paid,internet_pre_paid,s25_teacher,s25_tutor,s25_friends,s25_family,s25_research,s25_leave_it
0,88.22,89.71,99.7,76.79,53.82,43.49,84,0,-2,-2,-1,0,-2,-2,-2,-2,-2,-2,-1,-1,0,0,-2,-2,-1,-1,0,-1,0,0,0,0,-1,0,-1,-2,-1,0,0,0,0,0,-1,0,0,-2,0,-34,2,2,2,2,2,0,1,1,2,1,2,1,0,2,2,0,2,2,1,2,1,2,2,1,35,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1,86.95,82.02,82.26,93.41,75.28,72.9,93,1,0,1,0,1,1,2,1,0,2,1,1,0,1,2,1,0,0,-1,2,0,-1,0,0,1,0,-1,0,2,0,1,1,0,0,0,-1,0,1,1,0,20,1,0,2,1,1,1,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,1,36,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
0,97.09,93.41,98.7,85.06,98.29,91.68,93,0,0,0,1,0,-1,1,0,-1,1,1,1,-1,0,1,0,0,0,-2,1,1,-1,0,1,1,1,0,1,2,-1,-1,-1,0,-2,0,0,-1,0,0,-2,0,2,0,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,3,3,2,2,1,43,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1,81.43,94.11,61.11,29.96,63.45,63.1,91.5,1,1,0,2,1,1,2,2,0,2,1,2,-1,1,1,1,1,-1,-2,1,0,-2,1,0,1,-1,0,0,1,0,2,2,2,1,2,0,1,-1,1,0,26,1,1,2,0,2,2,2,2,2,2,1,0,3,1,3,0,1,2,1,0,2,2,2,2,36,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
0,65.83,49.95,82.26,59.25,44.18,83.75,87,1,1,1,0,0,1,0,1,0,2,1,2,0,2,2,1,0,0,-1,1,0,0,1,1,0,1,0,-1,1,2,2,0,2,1,2,-1,1,2,2,2,33,2,1,0,1,1,2,2,3,3,2,2,2,1,2,3,0,1,1,2,2,3,2,2,2,42,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
0,80.63,82.02,71.99,76.79,63.45,72.9,84.5,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,16,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,68,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
1,84.19,76.83,87.4,59.25,79.96,95.65,93.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,48,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
1,69.19,58.56,48.4,80.93,70.61,79.78,94,1,0,2,1,2,2,1,2,0,2,1,0,0,0,2,2,1,0,-1,1,-1,0,1,1,1,-1,0,1,0,2,1,1,1,1,1,0,1,1,1,1,32,2,0,1,1,2,1,2,2,3,3,2,1,1,1,2,1,2,3,2,2,2,3,3,2,44,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1,96.72,98.65,82.26,93.41,75.28,95.65,92.5,0,0,0,-1,0,0,-2,0,-1,-2,-2,-1,-1,0,0,-2,-2,-1,-1,-2,-1,-2,0,0,0,-1,0,-1,0,0,0,0,0,0,-2,-1,-1,0,-2,-1,-30,2,1,0,2,3,1,2,2,2,1,0,0,3,1,3,2,2,3,2,2,2,2,2,1,41,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1,69.19,76.83,30.03,29.96,75.28,87.72,91,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,-1,-1,-1,0,0,0,0,0,2,-1,0,-1,2,0,0,0,1,-1,0,-1,0,0,1,-1,-5,2,2,2,1,2,2,2,2,1,2,2,2,3,1,1,2,2,1,2,2,3,1,3,2,45,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1,98.18,99.14,98.7,91.97,63.45,99.28,86.89,0,2,1,0,1,2,1,2,2,2,2,0,-2,0,0,2,2,1,1,1,1,1,-2,0,2,-1,0,0,1,1,1,1,1,1,1,1,0,0,2,1,32,1,1,0,1,2,3,3,2,2,2,3,3,3,1,3,3,3,3,3,2,3,3,3,3,56,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1,66.95,70.75,54.75,85.06,44.18,26.06,86,0,1,2,0,1,1,1,0,-1,1,1,1,1,0,0,2,2,0,0,2,2,0,1,2,1,0,-1,0,0,1,1,2,2,2,2,1,-2,-2,1,1,29,2,2,3,2,2,1,2,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,57,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,96.17,94.81,94.82,89.19,96.87,79.78,88,-1,-1,1,1,1,0,1,1,1,-1,1,0,0,2,1,-1,-2,-1,-1,1,-1,-1,-1,1,1,-1,0,0,1,1,1,0,1,1,1,-1,-1,-1,1,0,5,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,2,1,2,1,35,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1,83.5,74.8,82.26,80.93,70.61,91.68,92,0,0,-2,0,0,0,-2,0,-1,-2,0,-2,0,0,-2,-2,-2,0,-1,-2,-2,0,0,0,0,0,0,-2,-2,0,0,-1,-2,0,-2,0,0,-2,-2,0,-33,1,0,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,33,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
1,99.42,99.64,90.84,98.84,98.63,97.87,82.5,0,1,1,1,-1,1,1,0,1,-1,1,0,-1,1,1,0,0,1,-2,1,1,0,0,-1,1,1,0,0,1,0,1,1,2,1,1,1,-1,0,1,0,16,2,2,1,1,3,0,2,1,1,1,2,2,2,0,2,2,2,2,3,2,3,2,2,1,41,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
0,86.95,89.71,90.94,76.79,44.18,79.78,85.5,0,1,1,0,0,1,1,2,1,1,1,2,0,0,1,0,2,1,-1,2,0,0,1,1,1,0,0,-1,1,1,2,2,1,1,1,-2,-1,2,0,-1,25,2,1,0,3,1,1,2,3,2,3,3,0,1,0,3,0,3,3,2,3,3,3,3,2,47,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,82.81,78.85,71.99,72.66,84.63,83.75,89.6,0,1,2,0,0,1,2,1,0,1,0,1,-2,1,0,1,1,-1,-2,2,1,2,2,2,1,-2,1,2,1,1,0,-1,2,2,2,-2,1,1,1,2,28,2,0,2,2,1,2,2,3,3,2,3,3,3,2,2,2,2,3,2,3,2,2,3,2,53,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1,71.42,52.9,71.99,59.25,53.82,98.34,92.7,1,0,0,1,0,1,1,1,0,0,1,1,-1,0,1,0,1,0,-1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,20,3,0,0,2,2,2,3,3,3,2,3,3,2,1,2,1,0,3,2,3,2,3,3,2,50,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
0,74.25,58.56,66.85,66.81,84.63,87.72,84.34,0,0,1,0,0,1,0,1,0,2,1,0,0,0,2,1,1,0,-1,1,-1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,22,2,0,1,1,0,2,3,3,2,2,2,2,1,1,1,0,2,3,2,2,3,3,3,1,42,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
0,82.12,90.77,77.12,72.66,75.28,15.15,94.06,1,1,0,-1,0,1,1,1,1,0,0,2,0,0,2,2,1,-2,0,2,2,0,1,0,0,-1,0,2,0,0,1,1,1,2,1,2,1,2,2,1,30,2,2,1,2,2,2,3,3,2,2,3,3,3,1,3,2,1,3,2,3,2,2,3,2,54,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1,61.37,63.53,54.75,59.25,53.82,43.49,91,0,2,2,1,0,2,2,1,2,2,2,1,0,0,2,2,2,0,-1,2,0,0,0,0,1,1,2,0,2,1,2,1,0,2,1,-1,0,2,1,2,41,2,0,2,1,0,2,2,3,2,2,2,3,3,2,3,1,3,3,3,2,2,3,3,2,51,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
1,77.9,88.66,30.03,66.81,63.45,79.78,83,0,0,0,-1,-1,-1,2,1,0,0,0,0,-1,0,0,0,0,0,-1,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,-3,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,46,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
0,71.42,68.5,82.26,36.55,70.61,72.9,93.5,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,0,0,2,1,2,0,2,1,1,2,2,2,1,2,2,2,2,1,1,1,2,1,2,62,3,0,1,2,1,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,61,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
0,64.72,68.5,71.99,18.75,63.45,72.9,87,0,1,1,1,1,1,1,1,1,2,1,0,2,0,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,48,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,91.56,83.47,92.88,94.84,79.96,87.96,90.5,-1,0,0,-1,-2,0,0,-1,-1,0,0,-1,-1,0,0,0,0,-2,-2,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,0,-1,0,0,-2,-1,-2,0,-1,-24,2,2,1,2,1,2,2,2,1,1,1,1,0,0,1,2,2,2,2,2,2,1,1,1,34,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
0,63.6,34.94,71.99,80.93,53.82,83.75,89.5,0,1,1,0,0,2,1,1,-1,2,2,2,-1,1,2,0,2,0,-2,2,1,1,0,1,0,-1,1,2,1,0,2,2,1,1,1,-2,0,-1,0,2,27,2,0,1,2,2,0,3,2,3,1,1,3,3,1,2,1,2,3,2,3,2,3,2,3,47,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
0,75.16,66.01,48.4,89.19,92.22,43.49,82.42,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,-1,0,0,0,-1,7,2,1,2,2,1,2,2,2,3,2,2,0,2,2,2,2,2,2,2,1,3,2,2,2,45,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
0,78.81,84.91,82.26,44.12,53.82,72.9,89.21,-1,0,1,0,-1,1,0,1,1,1,1,0,1,2,1,1,1,-1,-2,1,-1,-2,-1,-1,-1,-1,0,-1,0,0,-1,0,1,1,1,0,1,0,1,1,5,2,2,2,1,2,2,3,3,2,3,2,3,3,2,1,1,1,2,3,3,3,3,3,3,55,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
0,86.95,89.71,96.76,29.96,63.45,87.72,93.14,-1,-1,0,0,-2,0,1,0,0,1,0,0,-2,0,1,0,0,-2,-2,0,0,-2,-1,1,1,-2,0,-2,-1,-1,0,0,0,-1,1,-2,-1,0,0,-1,-18,2,1,2,2,2,1,3,3,3,2,2,2,2,0,2,2,1,2,2,2,2,2,2,1,45,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
0,90.34,84.91,82.26,76.79,84.63,98.34,86,0,0,1,0,-1,0,1,1,1,1,1,0,-2,-1,0,0,1,0,-2,0,0,-1,-1,0,1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-2,2,2,2,1,2,1,2,3,2,2,2,2,2,1,2,1,1,2,1,3,3,3,3,3,48,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
1,92.03,95.51,71.99,93.41,44.8,87.72,91.06,0,0,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,1,0,2,0,2,0,0,2,1,-1,0,1,1,0,22,2,0,1,3,2,2,2,3,3,2,1,1,1,1,3,1,3,2,2,1,2,2,2,3,45,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,57.2,58.56,71.99,59.25,10.45,63.1,90.5,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,0,0,0,1,1,0,1,0,1,1,0,1,9,1,0,1,1,1,1,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,41,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
0,89.17,94.11,87.4,51.68,53.82,91.68,87,0,0,0,-1,0,0,2,0,0,1,1,0,-1,1,1,0,1,0,-1,0,0,-1,0,1,1,-1,1,-1,0,-1,0,-1,0,-2,1,0,-1,0,0,-1,-1,3,0,1,1,2,1,2,3,3,1,1,1,1,1,1,1,1,3,2,3,2,2,3,1,40,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
0,76.07,63.53,71.99,72.66,89.31,72.9,87.905,0,0,1,1,-2,-1,1,1,-1,0,1,0,-1,0,1,0,-1,0,-2,1,0,0,0,1,0,-1,-1,-1,-1,0,1,-1,0,0,0,-2,0,1,1,0,-4,2,0,2,1,1,1,3,2,2,2,2,1,3,1,3,1,1,3,2,1,2,2,1,1,40,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,71.42,72.78,82.26,44.12,53.82,63.1,91.5,0,0,0,0,1,0,2,2,1,2,1,0,-1,2,2,2,2,-1,-2,1,0,0,0,0,1,0,0,1,1,1,1,0,1,2,1,-1,0,1,1,1,25,2,1,1,2,1,2,3,3,2,2,3,3,3,2,2,1,3,3,2,2,3,3,3,2,54,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
0,68.07,72.78,54.75,51.68,34.54,83.75,83.5,0,0,0,2,0,0,2,1,0,2,0,2,0,0,1,2,1,0,0,2,0,1,0,0,0,-1,0,0,1,0,0,1,0,1,0,1,0,0,1,2,22,2,2,2,2,1,2,3,3,2,2,3,3,3,2,3,2,2,3,2,3,3,3,3,3,59,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,69.19,49.95,87.4,66.81,53.82,83.75,92.5,1,0,1,0,-1,-1,1,1,-2,0,-2,1,-2,-1,0,0,0,-2,-2,1,-1,-2,-2,1,0,-2,-1,0,1,1,-2,-1,-2,-2,1,-2,1,0,0,-2,-21,1,2,2,0,1,2,2,3,1,0,0,0,2,0,3,0,0,2,0,2,2,2,2,1,30,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
0,99.17,98.41,98.7,93.41,99.34,87.72,92.69,2,1,2,-2,2,-1,2,1,0,0,2,-2,-2,2,-1,0,1,1,-2,-1,-2,0,1,-1,-1,0,1,-2,2,2,2,0,1,-1,0,-2,2,1,0,0,8,1,3,1,2,3,1,2,1,2,1,3,3,3,0,1,2,2,1,3,2,3,1,1,1,43,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
0,89.65,94.11,90.94,59.25,75.28,72.9,91.5,-1,2,2,0,1,2,2,2,2,2,2,2,0,2,2,0,2,-2,-2,2,0,-1,-1,-1,-1,-2,2,0,2,2,2,0,1,2,0,2,0,1,2,2,34,2,0,1,2,1,2,2,2,1,2,1,0,2,1,2,0,1,2,1,2,1,2,2,1,33,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1,80.63,84.91,48.4,44.12,92.22,79.78,93.5,0,0,2,1,1,1,1,1,0,2,2,2,2,2,2,2,2,1,0,1,0,2,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,3,0,2,1,0,1,3,3,3,3,3,2,2,3,2,2,3,3,3,3,3,3,3,3,57,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
1,90.13,86.35,87.4,93.41,84.63,72.9,82.5,-2,0,0,1,1,0,2,1,0,2,0,1,-1,-1,0,2,2,0,-2,0,0,0,0,0,1,0,1,-1,2,0,1,0,1,2,2,-1,-2,1,1,0,14,2,1,1,2,2,1,2,2,2,1,2,3,3,1,2,1,1,3,2,3,1,2,2,2,44,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
