success,cet_oapr,english,reading,science,quantitative,abstract,shs_gpa,program,sex,strand,class_rank,academic_awards,classroom_org,school_org,fathers_education,fathers_employment,mothers_education,mothers_employment,income,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,laptop,internet
0,73.34,78.85,61.11,44.12,63.45,79.78,84.5,BS Information Technology,Male,TVL-ICT,None,None,None,None,"Some high school, no diploma","Employed, working 40 hours or more per week (fulltime)","Some college credit, no degree","Not Applicable (no work, not known, etc.)","P10,000 to P20,000",Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Agree,Agree,Neutral,Sometimes,Seldom,Sometimes,Seldom,Often/Always,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Sometimes,Never,Often/Always,Sometimes,Often/Always,Never,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Sometimes,Often/Always,Sometimes,Research online,More than 3 hours but less than 4 hours/day,More than 3 hours but less than 4 hours/day,No,Pre-paid plan(Limited Data Subscription)
0,76.98,76.83,71.99,80.93,79.96,26.06,94,BS Information Technology,Female,ABM/BAM,Top 5,With Honor,President,None,Bachelor’s degree,"Self-employed (doing business, etc.)",Bachelor’s degree,"Not employed, not looking for work","Below P10,000",Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Sometimes,Seldom,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Ask my teachers at school,More than 3 hours but less than 4 hours/day,More than 2 hours but less than 3 hours/day,No,Pre-paid plan(Limited Data Subscription)
1,70.3,66.01,54.75,91.97,34.54,63.1,91,BS Computer Science,Female,TVL-ICT,Top 10,With Honor,Muse,None,Bachelor’s degree,Retired,"Some high school, no diploma","Self-employed (doing business, etc.)","P10,000 to P20,000",Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Neutral,Disagree,Strongly Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Often/Always,Seldom,Seldom,Sometimes,Seldom,Seldom,Often/Always,Often/Always,Sometimes,Often/Always,Sometimes,Sometimes,Often/Always,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Sometimes,Often/Always,Research online,More than 1 hour but less than 2 hours/day,More than 1 hour but less than 2 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,66.95,66.01,54.75,85.06,18.16,72.9,90.97,BS Information Technology,Male,GAS,Top 5,With Honor,None,None,Trade/technical/vocational training,Retired,"Some college credit, no degree","Not employed, not looking for work","Below P10,000",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sometimes,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Research online,More than 30 min. but less than 1 hour/day,More than 30 min. but less than 1 hour/day,Yes,Pre-paid plan(Limited Data Subscription)
0,72.43,72.78,90.94,72.66,34.54,33.69,92.5,BS Information Technology,Female,GAS,None,With Honor,Treasurer,None,"Some college credit, no degree","Self-employed (doing business, etc.)","Some college credit, no degree","Self-employed (doing business, etc.)","Below P10,000",Neutral,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Sometimes,Never,Never,Sometimes,Seldom,Never,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Seldom,Seldom,Often/Always,Seldom,Seldom,Often/Always,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Sometimes,Research online,More than 2 hours but less than 3 hours/day,I don’t study.,Planning to purchase,Pre-paid plan(Limited Data Subscription)
1,76.98,80.58,77.12,76.79,24.91,72.9,87,BS Computer Science,Male,TVL-ICT,None,None,None,None,Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)",Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)","P20,000 to P50,000",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Seldom,Sometimes,Never,Seldom,Sometimes,Sometimes,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Seldom,Sometimes,Sometimes,Ask my teachers at school,More than 4 hours/day,More than 4 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,63.9,63.53,48.4,59.25,63.45,63.1,86,BS Computer Science,Male,TVL-ICT,Top 10,None,None,None,"Some college credit, no degree","Employed, working 40 hours or more per week (fulltime)",Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)","P20,000 to P50,000",Neutral,Neutral,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Neutral,Disagree,Neutral,Agree,Sometimes,Sometimes,Sometimes,Never,Seldom,Sometimes,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Ask my friends,More than 1 hour but less than 2 hours/day,Up to 30 minutes/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,95.1,90.77,98.7,80.93,95.71,87.72,86.35,BS Computer Science,Male,STEM,None,None,None,None,Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)",Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)","Below P10,000",Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Sometimes,Seldom,Seldom,Sometimes,Seldom,Seldom,Sometimes,Often/Always,Sometimes,Seldom,Seldom,Often/Always,Often/Always,Seldom,Sometimes,Seldom,Seldom,Seldom,Sometimes,Sometimes,Seldom,Seldom,Often/Always,Seldom,Ask my friends,More than 1 hour but less than 2 hours/day,More than 1 hour but less than 2 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,68.07,78.85,42.05,51.68,53.82,63.1,80,BS Computer Science,Male,TVL-ICT,None,None,None,None,"High school graduate, diploma or the equivalent","Employed, working 40 hours or more per week (fulltime)",Associate degree,"Not Applicable (no work, not known, etc.)","Below P10,000",Neutral,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Agree,Disagree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Disagree,Sometimes,Never,Never,Sometimes,Never,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Never,Sometimes,Never,Seldom,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Ask my teachers at school,Up to 30 minutes/day,Up to 30 minutes/day,No,Pre-paid plan(Limited Data Subscription)
0,99.23,98.41,99.7,99.14,98.97,63.1,92.5,BS Information Technology,Male,STEM,Top 10,With Honor,President,President,Trade/technical/vocational training,"Employed, working 40 hours or more per week (fulltime)",Trade/technical/vocational training,"Employed, working 40 hours or more per week (fulltime)","P50,000 to P100,000",Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Seldom,Sometimes,Sometimes,Seldom,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Often/Always,Often/Always,Seldom,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Research online,More than 1 hour but less than 2 hours/day,More than 30 min. but less than 1 hour/day,Yes,Pre-paid plan(Limited Data Subscription)
0,82.81,83.47,90.94,51.68,70.61,79.78,90,BS Information Technology,Male,GAS,Top 5,With Honor,None,None,"High school graduate, diploma or the equivalent","Not employed, not looking for work",Bachelor’s degree,"Not employed, not looking for work","Below P10,000",Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Agree,Agree,Strongly Agree,Neutral,Disagree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Agree,Sometimes,Sometimes,Never,Sometimes,Seldom,Sometimes,Often/Always,Sometimes,Often/Always,Sometimes,Often/Always,Seldom,Never,Never,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Sometimes,Ask my teachers at school,More than 1 hour but less than 2 hours/day,More than 1 hour but less than 2 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,86.95,88.66,77.12,76.79,75.28,79.78,86.373,BS Information Technology,Male,HUMSS,None,None,None,None,"Some college credit, no degree","Employed, working 40 hours or more per week (fulltime)","Some college credit, no degree","Self-employed (doing business, etc.)",Prefer not to say,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Sometimes,Never,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Sometimes,Seldom,Seldom,Seldom,Often/Always,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Sometimes,Research online,More than 2 hours but less than 3 hours/day,More than 1 hour but less than 2 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,89.17,86.35,82.26,85.06,79.96,87.72,85.18,BS Information Technology,Male,STEM,None,None,None,None,Professional degree,"Employed, working 40 hours or more per week (fulltime)","Some college credit, no degree","Not employed, not looking for work","P20,000 to P50,000",Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Often/Always,Seldom,Often/Always,Often/Always,Never,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Ask my teachers at school,More than 1 hour but less than 2 hours/day,More than 30 min. but less than 1 hour/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,92.9,91.83,92.88,89.19,75.28,87.72,93.5,BS Information Technology,Male,TVL-ICT,Top 5,Highest Honor,None,None,Bachelor’s degree,"Not Applicable (no work, not known, etc.)","High school graduate, diploma or the equivalent","Employed, working 40 hours or more per week (fulltime)","P10,000 to P20,000",Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Sometimes,Seldom,Never,Sometimes,Sometimes,Seldom,Sometimes,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Often/Always,Sometimes,Often/Always,Sometimes,Often/Always,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Sometimes,Research online,More than 30 min. but less than 1 hour/day,More than 1 hour but less than 2 hours/day,Yes,Pre-paid plan(Limited Data Subscription)
0,84.88,83.47,87.4,72.66,70.61,83.75,92.28,BS Information Technology,Male,TVL-ICT,None,None,None,None,"Some high school, no diploma","Not Applicable (no work, not known, etc.)","Some college credit, no degree","Employed, working 40 hours or more per week (fulltime)",Prefer not to say,Disagree,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Sometimes,Seldom,Seldom,Never,Sometimes,Seldom,Often/Always,Often/Always,Often/Always,Often/Always,Sometimes,Seldom,Often/Always,Seldom,Seldom,Never,Never,Often/Always,Sometimes,Never,Seldom,Sometimes,Sometimes,Often/Always,Ask my friends,More than 30 min. but less than 1 hour/day,Up to 30 minutes/day,Yes,Pre-paid plan(Limited Data Subscription)
0,88.7,86.35,90.94,80.93,75.28,83.75,90.5,BS Information Technology,Male,TVL-ICT,None,With Honor,None,None,"High school graduate, diploma or the equivalent","Employed, working 1 to 39 hours or more per week (part-time)","High school graduate, diploma or the equivalent","Self-employed (doing business, etc.)",Prefer not to say,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Sometimes,Seldom,Sometimes,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Often/Always,Seldom,Often/Always,Never,Never,Sometimes,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Seldom,Research online,Up to 30 minutes/day,More than 2 hours but less than 3 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,73.34,61.05,48.4,76.79,75.28,91.68,87,BS Computer Science,Female,TVL-ICT,None,None,None,None,"Some high school, no diploma","Not Applicable (no work, not known, etc.)","Some high school, no diploma","Employed, working 40 hours or more per week (fulltime)","P10,000 to P20,000",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Often/Always,Seldom,Sometimes,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Ask my friends,More than 3 hours but less than 4 hours/day,More than 1 hour but less than 2 hours/day,No,Pre-paid plan(Limited Data Subscription)
0,74.25,74.8,82.26,80.93,63.45,20.6,87,BS Information Technology,Male,STEM,None,None,None,None,Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)",Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)","Below P10,000",Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Sometimes,Ask my teachers at school,Up to 30 minutes/day,Up to 30 minutes/day,Planning to purchase,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,79.72,80.58,71.99,91.97,44.18,53.29,91,BS Information Technology,,TVL-ICT,Top 5,With Honor,None,None,Trade/technical/vocational training,"Employed, working 40 hours or more per week (fulltime)",Trade/technical/vocational training,"Not employed, not looking for work","Below P10,000",Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Agree,Neutral,Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Seldom,Sometimes,Seldom,Seldom,Often/Always,Ask my friends,Up to 30 minutes/day,Up to 30 minutes/day,Yes,Pre-paid plan(Limited Data Subscription)
0,78.81,78.85,66.85,80.93,75.28,53.29,88.5,BS Information Technology,Male,STEM,Top 20,None,None,None,"High school graduate, diploma or the equivalent","Not Applicable (no work, not known, etc.)",Bachelor’s degree,Retired,"P20,000 to P50,000",Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sometimes,Sometimes,Seldom,Seldom,Sometimes,Seldom,Often/Always,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Sometimes,Seldom,Seldom,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Research online,Up to 30 minutes/day,More than 2 hours but less than 3 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,88.22,83.47,87.4,97.72,44.18,79.78,88.5,BS Computer Science,Male,TVL-ICT,Top 10,None,None,None,"High school graduate, diploma or the equivalent","Self-employed (doing business, etc.)","High school graduate, diploma or the equivalent","Self-employed (doing business, etc.)","P10,000 to P20,000",Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Seldom,Seldom,Seldom,Seldom,Sometimes,Often/Always,Seldom,Seldom,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Research online,More than 3 hours but less than 4 hours/day,More than 1 hour but less than 2 hours/day,Yes,Pre-paid plan(Limited Data Subscription)
1,84.19,83.47,77.12,72.66,63.45,91.68,94.5,BS Information Technology,Male,STEM,Top 20,With Honor,None,None,Trade/technical/vocational training,"Employed, working 40 hours or more per week (fulltime)","High school graduate, diploma or the equivalent","Not employed, looking for work",Prefer not to say,Neutral,Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Neutral,Disagree,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Agree,Agree,Strongly Agree,Sometimes,Seldom,Seldom,Sometimes,Never,Sometimes,Sometimes,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Seldom,Often/Always,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Ask my friends,More than 3 hours but less than 4 hours/day,More than 2 hours but less than 3 hours/day,Planning to purchase,Pre-paid plan(Limited Data Subscription)
0,75.16,66.01,82.26,76.79,70.61,63.1,87.97,BS Information Technology,Male,TVL-ICT,None,None,None,None,"Not Applicable (no work, not known, etc.)","Not Applicable (no work, not known, etc.)",Bachelor’s degree,"Not Applicable (no work, not known, etc.)",Prefer not to say,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sometimes,Seldom,Seldom,Sometimes,Seldom,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Ask my teachers at school,Up to 30 minutes/day,More than 1 hour but less than 2 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,85.57,86.35,66.85,59.25,95.71,63.1,89,BS Information Technology,Male,STEM,Top 20,With Honor,Project Manager,None,"Some high school, no diploma","Employed, working 40 hours or more per week (fulltime)","High school graduate, diploma or the equivalent","Not Applicable (no work, not known, etc.)","P10,000 to P20,000",Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Sometimes,Never,Never,Sometimes,Often/Always,Sometimes,Often/Always,Often/Always,Sometimes,Sometimes,Often/Always,Often/Always,Sometimes,Seldom,Seldom,Sometimes,Seldom,Often/Always,Sometimes,Sometimes,Often/Always,Sometimes,Often/Always,Seldom,Research online,More than 2 hours but less than 3 hours/day,More than 3 hours but less than 4 hours/day,Planning to purchase,Pre-paid plan(Limited Data Subscription)
